Area,Bedrooms,Age,DistanceCity,Price
1031,3,16,26,198978.31717175595
3576,1,27,20,919715.809231429
2444,3,39,9,735519.205651027
4735,3,22,28,1194197.8317742245
3599,2,43,26,851609.0993341864
4857,5,0,17,1516595.9846441788
4329,4,41,4,1400506.6029859916
4614,1,1,28,1150841.3999503094
3084,4,16,23,889749.2509409663
2048,3,33,3,634904.6305663604
1988,2,12,27,367469.0225956167
4159,3,6,26,1063587.808068911
727,3,25,6,170248.28432313475
4971,1,27,10,1369978.8406325784
4852,1,6,4,1416027.817909639
1198,4,8,9,518005.365026818
937,3,46,10,306291.6266878642
2184,4,24,20,501155.6874893309
2653,3,40,4,910154.8647634189
3414,1,38,26,806074.8730366577
3717,2,43,9,1074693.1062499317
1459,4,7,18,544213.0572166994
2339,4,6,18,812162.3689351745
777,5,5,14,412364.3836981526
4720,5,9,20,1449882.5184583853
4256,2,26,18,1145096.1762587107
1843,5,19,13,683303.2437733957
1214,2,2,18,245963.04398410296
2005,3,29,6,623881.3385653364
4421,5,29,20,1238406.2059007299
3214,5,31,10,1026064.2922703924
1847,4,30,16,545042.7729600385
2942,2,20,3,905064.05537359
4460,4,19,4,1481672.3194974298
2252,5,11,23,792260.9102317191
3005,3,34,23,767165.1762024288
2237,1,17,3,621221.9859060035
4669,2,22,27,1139305.5860170806
1608,2,27,25,343622.8482579482
3179,3,13,26,776377.9033525563
1537,3,47,18,367319.3014368832
1411,2,7,18,366906.8110779899
2596,2,15,3,858442.1639954374
3513,3,48,29,769759.7236600177
858,3,0,6,370749.5682176416
1576,3,4,13,490488.64048392366
2603,5,4,6,906864.0879820217
4027,2,22,7,1144242.6915835766
2802,2,17,13,808275.787252805
4600,3,34,7,1494721.7380598378
2104,4,3,1,837588.7177336684
1575,1,28,23,214097.6398374297
4548,2,15,17,1160861.305153055
828,5,19,19,315094.2753722232
3732,1,22,20,960829.4695486776
3977,4,4,22,1201603.580801142
1502,5,47,11,512819.6059814201
1076,3,36,20,236483.26860920407
826,4,49,13,186817.61467499702
2027,3,28,28,524314.1500981146
3321,5,0,4,1236256.883959182
1965,5,0,22,722864.6863178309
3725,3,30,4,1174490.840086755
2781,1,42,6,669000.4873687709
2880,2,7,26,672772.2500575134
994,2,32,3,316264.19729128684
1638,5,40,8,640312.0991282854
2916,4,49,22,774343.5405384963
1856,3,31,25,346840.46375993104
1653,4,39,2,528256.2812269839
3749,3,17,21,984304.8016239749
2642,4,7,15,885160.961555155
3888,3,24,26,983949.3901787043
1624,5,39,15,487896.41701996425
1301,1,12,27,83748.85141352171
2542,2,47,25,562956.9070295681
707,4,47,22,159280.24065253913
3154,2,21,6,942601.6418595259
972,4,6,28,268165.0100032976
2138,5,31,15,720321.4717212885
635,5,29,23,171673.46028788525
4856,4,3,15,1530997.3313798457
1670,4,35,13,441352.11995894794
957,4,18,7,419231.1349252686
1936,5,25,5,802462.2994713549
4071,1,13,8,1165225.6396977203
2648,1,14,6,721342.3724425072
4742,4,7,4,1544107.5733670774
1006,3,34,1,429665.0015264255
3105,1,11,17,789479.8648805887
2883,5,3,16,927225.6666238946
945,5,11,11,418424.9915640822
3281,5,31,6,1120454.3589000194
943,2,40,21,88188.01314801101
617,2,32,19,63240.429920846494
2040,5,9,12,654298.5239577384
3270,1,24,22,859062.5195926017
1066,2,42,24,72073.89007541628
4102,3,42,5,1216430.7888884395
2436,4,39,4,864545.1424205638
4683,2,16,8,1416401.247338007
2152,2,10,4,725184.7219775559
4890,1,41,8,1385269.918092233
3186,1,41,22,590268.6634518679
1703,3,44,10,426552.9080662679
3437,3,48,21,878907.1864007618
905,3,30,1,297879.8534097764
4407,3,14,18,1264352.3741267167
4714,2,13,23,1268497.3523948332
4579,3,10,18,1319769.6823734066
812,3,10,16,182216.6873444097
662,5,49,26,47597.23690739378
2028,2,15,19,505308.1578835726
4888,2,41,7,1346635.6002434134
2065,2,1,29,446009.2585277974
898,4,26,19,252017.13044815566
4086,3,20,9,1226860.7100916957
1547,3,39,9,463739.6994061104
2442,3,31,29,505631.050256228
3630,1,17,23,892999.0947091309
3296,1,44,5,857116.3193050888
739,1,20,18,34977.361713483166
2858,4,13,5,994474.4129968013
1171,3,9,5,426544.8477681562
3119,2,4,2,1000318.5002715493
2961,2,0,9,960829.2204601013
3893,5,14,5,1292305.2995048852
901,1,22,27,-46922.83462643476
2606,4,25,25,702032.865120959
4648,5,3,8,1490604.0077606756
1587,4,25,25,368008.3085415987
1642,2,22,22,331933.4026919512
4881,3,27,24,1337233.6590203822
2565,2,46,12,617180.1691349419
4408,2,42,3,1290536.3932740996
4755,1,12,13,1348688.510163337
4459,2,15,14,1263528.6622970696
641,4,9,3,350323.94682070223
896,3,42,10,269318.12666159344
3127,1,45,16,773781.8728784829
2055,5,9,29,531975.9136634732
3008,2,0,15,849980.5703305956
4881,1,21,25,1140993.8155636303
1528,1,37,17,297693.6089184325
2676,1,27,21,592584.0937823484
1170,4,5,19,456963.8120363938
2355,5,45,29,542270.4193538334
3929,1,27,21,877422.0016603051
2578,4,23,5,800990.9885917001
2506,5,44,22,689170.5580891999
2188,3,40,8,674303.6090974159
4931,4,28,17,1453349.6705399118
1069,1,5,28,115593.4814992817
1646,2,0,24,380881.70783151605
4274,4,28,27,1157842.1313146371
1364,3,4,21,330147.3662212549
4909,5,49,12,1559218.0232283715
527,3,11,11,125396.6446943371
1529,5,7,8,686230.3465031964
2496,4,42,11,769124.5553878995
1841,5,6,13,598050.8996284411
1748,1,5,27,292514.8951384217
2636,4,7,15,873105.3683596762
2587,2,34,28,550988.4889215044
1180,3,25,2,427936.9730080622
874,3,0,21,264314.8920373192
3869,4,26,21,1142162.8455622306
3545,2,27,27,873608.0461021526
2837,4,47,16,778487.841309808
1305,1,30,18,186728.68690634533
3539,1,41,15,887030.1498814658
778,2,49,23,10983.0978213298
1905,4,47,28,507390.2748782891
1287,2,9,1,388081.1532155868
1832,2,27,7,520115.1939261939
4872,1,11,26,1192666.4280882797
3647,1,14,27,882090.5770835311
2845,2,1,12,847948.920447108
3949,2,17,3,1244008.245270342
932,5,43,29,52856.27003549511
1509,1,42,3,407200.36954055674
4349,2,22,16,1155517.0338679217
816,5,9,21,184991.6550332589
4716,2,5,9,1471742.8565465654
1865,5,16,3,828941.841495853
4899,2,48,20,1289858.957796065
1435,4,48,27,286793.958452957
4018,1,2,8,1119528.7467042939
4287,2,0,16,1193952.512664327
3268,3,9,29,789224.2661697562
995,3,3,6,386091.81218688976
4092,5,36,22,1118047.379928078
2732,1,12,14,741286.6390462886
4518,5,27,23,1349895.197288038
3435,1,30,23,791151.6976181434
4945,3,16,6,1548638.602421275
2867,3,34,28,729419.0501200805
3084,5,16,25,936538.8236798674
1405,4,3,28,392034.88187805266
3727,3,13,19,1097883.2970219727
2327,1,36,12,564801.1863714312
4222,2,32,29,1053920.4414276313
3080,2,11,16,891623.6993430097
2015,2,1,26,464985.47729375865
3503,3,5,22,866830.3496904753
611,4,44,2,207855.76790974016
2172,3,33,9,698679.1448845795
2802,1,49,9,602682.7189016195
2150,3,39,4,630211.342988292
4895,3,28,25,1246796.558974711
2974,3,10,23,678176.0635160783
4495,3,9,24,1258771.3277099773
2390,1,35,3,683303.7898231486
806,3,18,12,208554.07906382385
620,4,1,29,158574.02732096764
3601,5,1,13,1101310.7143299596
1777,1,12,21,323053.3822624023
1927,4,30,20,485074.2021791735
3602,2,39,22,970177.4207530924
1685,2,0,19,418303.31787529885
1955,1,13,16,469990.7165053919
1679,5,15,12,596798.7064895864
1846,3,12,27,375000.70050058403
1128,1,46,14,189225.90232537483
1714,3,46,28,329769.16079583997
2461,3,24,29,640676.0484981147
3495,2,37,3,964514.7540250457
2047,5,6,12,671777.8030603081
3358,3,29,1,1055798.688170135
1261,1,16,26,209493.24238659296
2866,2,42,3,807875.8448687317
4706,3,23,16,1419686.6391440162
2341,2,37,5,602338.507765699
1996,2,16,15,533613.6386709585
4419,1,16,4,1307305.5361932353
3588,1,24,20,818574.2677729761
1743,4,41,11,550510.9562357444
2543,3,8,26,615695.1973836607
3876,2,2,10,1192623.8883838127
1016,4,44,23,221839.1681616333
1334,1,45,15,194912.22561102308
1123,5,31,29,237776.89692198255
1547,2,2,23,403449.446322178
2064,5,0,27,560385.779317401
4482,5,39,13,1362936.897558711
996,2,7,11,295904.1572282808
2929,4,29,26,783257.2885943895
2763,4,34,21,658659.4105205489
1042,2,26,27,60248.33321806969
1415,3,12,13,394416.946475905
2301,5,5,6,933477.4156105461
3582,4,31,1,1208909.5683806636
581,2,2,29,-101315.50279569431
1679,1,3,22,383410.1253446745
665,1,27,27,-31485.052799076722
2755,2,44,1,778996.7637340334
2571,3,43,10,768116.2420546382
1306,1,22,9,298037.39680783637
3238,3,12,16,970795.1934391625
831,2,22,22,175718.3356477575
4090,2,2,16,1169714.7549922636
2034,5,37,8,623993.9070351413
680,2,23,18,32792.38979215154
1816,3,11,22,433555.2706453506
1606,4,8,8,581605.2325123636
2089,1,0,4,596689.5766241367
2986,1,19,5,853292.8508357154
3090,5,16,12,959988.1304476846
2740,4,31,21,722128.016036418
987,3,4,10,326060.52871663275
1111,3,19,18,298158.69984429266
3920,5,25,7,1211939.2883616306
3694,2,42,10,966294.6546820551
1897,4,49,21,445668.0133143851
1956,1,38,17,347125.36788373115
2693,4,27,16,800820.4898827226
3574,5,6,3,1356206.6414567102
1837,2,7,11,464517.3750463624
4922,4,22,9,1472280.493545636
2700,2,6,10,793971.5553736471
4997,4,42,28,1301461.2581832265
3367,1,23,22,788667.6505705293
4382,3,47,12,1301723.095678419
2614,4,22,17,804097.7497761446
2636,3,17,8,781997.1102192021
578,3,23,25,6304.346468268366
877,3,12,14,177842.03853787022
664,5,7,6,285157.74477136123
2220,1,44,16,375863.4455411619
3484,3,22,21,844930.8018589382
654,1,40,6,73154.30597104013
1646,4,39,21,413011.86397289706
1563,1,46,12,320548.2195209613
2716,2,18,18,691561.6488392152
3339,3,18,24,899555.3459692631
1963,4,9,15,531147.5714333314
3970,3,34,18,1116026.7590226545
2016,3,9,4,717849.3251716634
3550,4,43,28,944963.1670524247
4923,4,7,15,1509717.7248204534
2026,5,43,7,706982.8595507615
4110,5,11,5,1440068.3920661244
2892,5,23,28,691975.7136284721
1288,1,6,7,363998.1432480471
3048,2,21,5,885866.102234884
1015,2,45,20,92537.4821853425
3562,1,1,10,992262.9746032009
2067,5,35,25,556567.261631828
1948,2,19,25,444403.17805677373
1466,5,47,10,527617.5523460964
863,4,14,23,255939.79490075936
607,1,18,26,-80976.57400457902
3594,5,10,18,1232405.7726292943
1122,1,1,1,450114.0610241884
4916,3,40,5,1503219.9843519889
1009,1,5,16,157969.29764513692
1564,1,47,19,211349.36191620777
4365,5,40,13,1266153.8310904687
803,1,20,7,167188.42065111396
1468,3,0,18,397220.1080051395
1938,4,41,25,488960.60241121106
4021,2,14,23,958073.127369879
4371,4,49,16,1299936.9087751382
4000,1,18,26,1047535.5225017251
2699,3,37,3,864925.7653469163
4854,3,41,15,1332296.1738655067
4401,4,16,9,1471100.0419374243
2770,5,31,3,981097.459642232
729,2,17,14,76222.34997084575
2986,1,48,23,611081.024291278
649,1,25,12,40132.88822590566
1409,4,36,13,467600.3112975687
4028,3,9,9,1230106.7312005295
1477,3,33,16,331507.18528857065
1134,5,17,5,443928.96976811753
2690,2,19,16,674395.0347447636
4649,1,41,18,1168506.6016745814
3974,4,48,4,1287607.4142614736
4280,5,16,3,1396327.2077331915
2365,2,17,1,657601.5060217783
798,1,19,20,81356.75722749822
3239,2,2,1,1022000.0848499467
4225,1,32,17,1155168.049591312
3891,2,27,28,893999.0320986176
597,2,21,20,46004.41765448071
3697,4,39,7,1132522.192054375
2605,5,16,21,765823.7272048041
4772,3,22,8,1392156.3202778555
4022,2,34,7,1237453.6285868927
4918,4,34,7,1543019.7980258493
1345,3,31,29,217802.7143105087
4685,5,24,18,1496838.7661065478
4726,5,17,15,1532055.657050834
4381,2,48,20,1123599.8853856632
1552,1,12,23,211963.15636831
4348,5,46,19,1181619.463813796
4115,4,17,19,1260499.6455183716
3657,2,42,15,991888.24235516
2605,5,9,15,846829.9690045977
1493,2,30,18,399184.78011942573
3596,1,40,7,884952.8503976971
689,5,18,14,299807.90489638766
2623,2,7,3,787370.5460245592
2918,4,47,18,825256.6197178639
3398,5,7,22,1060683.193975769
2466,1,16,29,507613.79205849365
4778,3,5,6,1430850.3020357299
4749,3,14,19,1400904.8657910035
3911,2,34,16,1029981.3089367795
4446,5,0,23,1340022.5908793893
1546,5,36,25,442521.8698286629
3073,1,49,11,838584.2984322661
1105,3,24,27,158405.46379372163
1866,4,5,23,483048.7571691153
3426,3,22,18,896411.222191741
2458,5,45,13,723392.4344094736
1564,4,21,3,599162.3548914329
1017,4,44,29,91612.90277722964
2954,1,37,11,802588.3863583475
4733,2,32,2,1461185.0423688844
4307,2,23,14,1220785.9155335375
3089,1,29,24,674088.4811502118
2772,5,46,6,906094.9954267784
2808,5,42,5,921707.5539513713
1602,2,25,26,210041.86120000764
1310,3,43,13,257851.7199188543
4263,1,0,18,1134029.2231074444
576,3,15,27,-3940.415028468982
2809,1,46,16,646749.1243891981
1525,1,18,28,163569.13885147733
2564,2,35,14,653843.6874032564
4939,2,27,2,1496596.5188702468
3241,3,4,11,970482.7611018397
4499,5,47,6,1541975.1902420863
3728,4,26,5,1252509.1105110946
4769,3,17,15,1368320.501436702
4058,1,11,18,1021705.7643686541
1345,4,5,1,549576.7463034781
1192,4,0,28,321191.598434938
4548,4,41,3,1480126.1383636226
1832,4,42,25,384647.0847934947
3537,4,0,8,1158463.1962005142
4832,3,47,26,1130748.3306986827
1774,2,35,22,398217.7002481228
1744,2,27,4,512845.11260758835
837,1,8,11,205879.7959384411
3794,5,21,11,1162326.4262423832
836,3,42,24,96308.8197989171
2367,4,43,14,755570.1404646013
4505,2,4,18,1261705.0821903453
994,1,13,7,285793.2332675945
4386,4,15,21,1380379.547135804
660,1,11,13,71692.44018220327
2536,4,38,25,661025.9799387563
2241,4,19,16,602135.984795264
2007,2,22,20,492902.96235785587
4060,2,45,19,1104543.9732619314
1875,4,17,26,500604.8792193864
2053,2,6,28,398717.7199225153
2781,3,4,25,788354.9609816151
2368,4,37,27,631718.9914407798
2101,2,41,25,435003.98227878107
4327,1,1,13,1181993.5215483743
3980,1,0,23,989328.3004579021
1799,1,16,18,387121.3589082044
1210,5,40,29,329883.8090761365
4667,1,12,25,1173131.1283342042
2546,1,8,12,684687.8044870027
3381,3,11,5,1045373.003738082
2317,3,45,22,523798.5880848876
2698,5,46,13,794625.4008002508
3832,3,7,28,1048609.0205818703
1603,2,24,25,279356.1236443876
3677,1,11,7,1085603.1387395214
4094,2,11,9,1211116.5208700285
3974,5,32,19,1162337.723453048
2677,2,45,28,345861.1155011705
1694,2,17,9,525497.1940212928
1035,2,35,7,264938.13254634116
1569,3,39,6,493735.8658153545
4869,1,31,23,1310162.5693381177
632,2,39,4,152919.55530180183
763,4,3,26,223790.7091285583
4962,1,39,16,1238738.9084805562
2552,1,26,27,574343.7752218824
4589,4,28,8,1440507.9637626468
3347,5,1,24,1043783.7973849308
857,5,48,4,382978.03130958095
4920,1,11,29,1220346.0851770225
1250,3,44,8,392711.9102317129
3750,5,40,18,1079267.1648179702
4851,5,18,1,1640652.6181573877
2758,2,46,11,794144.8749654008
1410,2,18,25,187098.06885185486
4310,5,25,8,1399073.14804465
1083,3,20,24,191967.23096810034
3938,2,45,7,1043420.147027123
1076,3,21,20,316391.82960958395
3076,1,36,29,571586.2054938705
2371,3,38,23,493533.9693492456
1652,2,11,6,477992.7441001284
2283,4,19,4,797822.9536659206
1593,3,35,4,567578.5962772896
2599,5,0,27,742406.1915675593
2641,3,6,21,740078.9182134495
2633,3,34,21,696386.4561125421
1017,3,41,26,129610.38382775303
1241,5,11,25,325463.4339868395
2977,3,31,10,958574.7690494879
3376,4,24,16,981049.9887324813
542,5,7,21,207986.7653842289
3941,4,14,20,1145655.8306840581
903,4,40,24,96722.50723186071
1826,4,37,10,544978.8417475072
2716,5,15,15,916522.8632763439
2649,2,6,25,755524.9197753425
2893,5,46,12,921436.4152864125
3150,3,38,21,827612.1973182413
4845,4,39,16,1362006.0739755274
1377,3,45,29,303561.30998545885
2386,4,47,11,684068.9741864031
1803,4,24,29,454254.28930655925
2240,3,47,22,475430.5053326642
1612,1,32,9,379559.7304578805
4376,4,4,17,1304872.6326200145
2398,1,29,6,608895.5446859172
747,5,1,8,434098.55463222816
3760,4,43,18,1127015.448290388
1067,4,41,1,337890.4792786377
4309,5,33,12,1419252.511858108
1688,3,13,4,678917.6600602838
3095,3,9,16,813999.1529344999
1853,1,38,19,232455.61102505052
4112,5,20,12,1332905.806731429
1480,4,24,2,532470.1155944368
668,1,46,8,130853.64520812308
3664,3,36,16,1049262.5619704274
3171,4,38,22,900045.9793447817
878,3,30,24,128432.6111716423
2432,1,13,26,481671.514385487
693,3,4,9,258103.30149164167
763,3,24,29,-8003.532565799847
1971,5,44,20,613558.5300806354
2515,1,1,26,570816.3922047912
1800,4,34,12,563654.5909919065
3700,3,47,22,915242.9466859807
3873,3,19,14,1167908.040316342
1073,2,9,8,349912.2136227974
2037,1,39,28,317222.49184779683
1883,1,5,9,472587.38785089133
1880,4,41,7,661967.1982385095
4037,5,32,7,1289162.944001652
3659,4,13,1,1265939.2783191528
2023,1,48,2,469154.35873022827
4432,3,25,26,1231738.9946861067
4122,5,21,5,1425086.5923145853
1395,5,13,23,321875.6989131448
3893,1,35,9,984725.8930183564
964,1,43,10,140269.63152617172
2110,4,49,11,643489.0696393066
1112,2,22,7,261311.13523565832
3712,1,15,25,881985.6082788098
1104,1,24,1,356888.8637863953
1120,4,42,10,420465.9431159828
3102,1,18,10,893588.9357906621
2683,4,41,28,623210.1341316205
4300,1,10,6,1241169.613704398
655,3,29,24,-15174.02001525979
3853,1,24,2,1164730.3949295394
4411,2,30,14,1201009.7147451788
3417,5,16,14,1083637.6232995945
3617,4,25,9,1204059.3401703665
3215,2,5,18,888337.0444321767
4839,4,10,11,1494412.422588302
949,2,0,17,136913.0836681585
4461,4,12,27,1254932.61828196
1569,4,15,22,353794.95346432336
4517,5,10,5,1473367.4286744974
4091,1,21,4,1192262.234174264
3319,4,35,2,1130342.0323940585
2785,4,31,22,741595.9253984299
2535,5,2,27,745141.8918536517
1690,4,26,18,543019.607558625
1899,4,15,21,524123.8263249422
4240,3,36,9,1255600.6737753393
2748,3,26,1,930594.9866380608
3293,3,34,16,996456.2589267083
1223,5,1,13,544034.3371805755
1941,4,17,28,507000.1988992347
586,5,47,7,202706.70030300293
4649,5,24,18,1466769.830843944
2251,2,35,19,506627.8549360439
3920,1,18,12,1099319.400612153
2983,2,41,1,985775.8700008488
3712,1,24,27,858137.3462554833
4422,2,38,29,1046915.7781696141
2989,4,20,8,969250.1510795113
1986,5,37,12,676415.6557593527
4027,2,39,10,1078161.0581840258
572,2,11,3,233248.87640221545
1224,4,28,3,529909.4770114585
4254,5,6,25,1146174.8461886584
3495,1,28,14,882990.7864632994
4865,2,31,5,1467032.2314123553
718,1,10,6,191882.13071159925
1046,3,36,8,282728.35441544885
4229,2,46,8,1189389.8377296766
2468,5,14,6,920815.4015299055
1759,3,25,23,375970.68460073305
3433,3,1,17,1049258.3846571199
3009,2,28,10,871903.2248670916
4508,2,3,20,1318173.8546202679
4572,3,33,29,1156311.369595529
2062,2,34,22,440874.36085244606
2585,5,9,12,932320.3451653362
2289,5,33,8,792855.8934924983
4169,3,47,23,1069130.8983128844
2981,2,23,26,726499.1718155539
3930,3,39,27,1071765.1837477554
704,5,29,6,404195.5143540937
1241,2,4,15,402859.5889742598
3388,5,4,21,1082342.5872833743
3994,2,9,5,1231282.621228658
4763,4,34,5,1493874.366396766
1605,5,47,5,670425.5373783384
2323,1,10,6,701902.5364431404
3147,2,16,5,905642.5287769098
4697,4,44,21,1334270.8465129824
588,4,0,1,308827.22313632676
3881,4,35,19,1011983.2645733436
4011,5,5,17,1332944.6367128403
2706,1,29,27,596119.773627649
3685,4,34,12,1156055.1575604123
4881,3,12,16,1504752.2457475204
1364,2,0,3,405680.6742506147
554,2,22,17,20282.83281788292
2580,1,12,22,555813.6552898851
1057,1,33,6,188051.79874250953
1492,5,42,22,463011.97644982534
4791,3,15,23,1266822.8218173408
947,2,10,26,65929.54713375871
2321,4,26,1,809814.5956283453
4319,4,28,10,1333797.0870590396
3472,2,0,10,1074839.0570145915
591,3,21,8,274673.63162022165
1107,3,40,12,295935.0847736133
1751,4,24,20,544982.0634535019
785,2,6,25,143472.5634654726
3421,4,20,18,1006725.2982865479
3806,5,25,2,1256129.8222042415
601,2,17,24,-7835.177065040105
4335,3,32,1,1441013.8419304818
4735,4,23,4,1562001.977011741
2178,1,9,13,549291.9042054013
4323,1,12,23,1066142.7539999573
1034,5,30,12,372752.58991386957
515,1,17,11,105460.08736038062
1060,5,10,4,512594.55601856415
3425,5,31,9,1079412.2736868053
2883,3,20,19,803262.010817108
1409,3,40,5,435283.6230111376
1913,2,25,19,370745.1486446091
618,4,45,3,150134.9926958811
4562,1,7,15,1083775.3892720724
3613,4,16,22,1031830.9858507433
3560,4,35,16,1070313.7871372188
1991,5,21,6,791453.9813700874
2596,1,8,18,655079.1392042537
2754,3,44,5,865291.224635206
1013,4,4,23,312393.14513299125
1733,5,13,29,449051.230913614
4632,3,44,17,1293581.9584320276
1979,5,10,19,616939.0699014028
3849,4,30,19,1139148.4498723457
2040,4,6,27,468653.74267900723
629,4,38,23,92641.62727926412
4216,1,42,5,1216484.690847048
4243,1,20,14,1211462.6388040374
2271,4,43,1,778483.8864566634
4954,1,28,6,1455755.4594869285
3575,5,10,10,1162847.0638226825
1005,5,37,27,204906.57563330015
1338,2,12,27,231173.03652739275
4371,3,43,7,1347431.3766302443
3176,5,39,6,1045088.602677103
596,3,42,17,117886.94372032647
2463,2,24,22,521711.8856284448
3366,2,48,23,789466.9982448157
4526,3,49,15,1191453.9475640904
1098,4,35,7,357723.54439160216
3481,3,36,4,1065346.5586865668
4463,5,29,1,1608550.5421994647
928,3,27,13,325869.953606235
4281,5,3,20,1280321.6529558634
1824,5,40,2,656777.9274154357
3090,5,19,3,1063606.326227166
2914,4,11,24,806868.8810717283
2267,4,45,16,591074.0764746041
2016,2,12,5,545010.7098382029
1839,1,25,16,309244.60783833044
4594,4,37,19,1216100.4720424379
3903,4,35,12,1160018.485212919
3046,2,22,26,709198.9639352051
1476,2,41,17,290614.59061648796
2114,2,47,3,559557.009667977
2084,3,19,6,643360.741215753
4561,5,42,18,1412762.5906927872
1770,4,2,26,534067.3366380672
718,5,10,15,380191.80910557916
1033,1,29,22,57892.890651092544
1995,2,9,17,461569.731065759
1873,1,12,6,507491.01308328146
4639,2,9,29,1249301.1640707117
4323,2,30,18,1164961.6138356458
4449,1,43,12,1096390.1849281099
564,5,36,18,220394.6717176496
4841,1,24,19,1320228.336667674
3642,3,28,23,961720.5606826684
2224,4,20,8,768392.8706177283
2705,4,14,7,967558.8101694684
3485,5,41,17,1017609.505831301
4413,5,10,8,1583703.3990535778
1548,5,33,22,474629.0697124928
4154,1,48,23,974117.5004477253
3372,1,10,6,987133.2193455148
4755,1,44,26,1106829.4192256476
1504,2,7,2,517543.88710249774
2622,1,33,26,566246.7695062974
4481,4,40,9,1416322.0046552666
4982,4,25,3,1577160.1649316824
971,2,20,5,346747.1546275198
3905,1,49,22,945789.5981188855
808,1,23,24,-67143.30923632265
3434,3,47,16,973641.4470628209
3547,3,31,11,1078297.0423152223
2421,4,17,3,934061.9955539295
3499,5,43,24,919447.923826774
2517,4,25,18,686341.3618080966
1978,2,40,13,468594.1261091281
2852,1,15,19,685910.2886861409
4697,3,40,20,1114325.0019777904
3959,4,36,26,1094649.8771264765
4254,2,19,18,1095226.6507700735
1731,5,14,14,562012.1859109676
3620,4,3,2,1224107.4102953072
1071,1,39,26,-15520.062641229379
4089,1,15,15,1126694.7553124682
647,3,11,17,35989.51997163598
3943,2,34,15,1049852.1221513625
1096,5,25,17,362891.88716982387
1570,5,8,12,630354.6205893321
4245,2,15,9,1303759.7234484903
4750,3,14,3,1576740.0407586766
4825,1,19,1,1434164.1409545895
3871,5,2,16,1195681.4301452476
657,2,4,10,174220.65320719045
1422,3,39,8,380597.88240264205
3818,1,38,9,992346.400980322
2846,2,12,12,848350.5660607152
4550,3,47,28,1180289.5159232083
1746,4,42,18,575101.5325801079
1265,2,28,11,331129.76179288636
4151,5,45,4,1300776.2538665985
3112,2,6,25,759745.0698687776
4328,1,7,28,993306.8930413739
943,2,26,19,127154.93849228318
1404,1,8,16,326486.0654425416
3410,3,31,27,852968.0311859999
3709,4,44,27,917207.0049649971
2301,1,35,14,448943.37974217103
1425,3,35,28,179959.3164547259
4221,3,37,14,1169246.5977607663
4887,4,43,7,1545329.2418284484
1251,5,38,23,288470.11860977707
1734,5,10,5,746334.0752832278
3422,2,35,21,808583.6475786945
1162,5,49,22,322338.5176245093
3695,2,6,17,1038770.9268298153
2084,1,38,12,494999.4804481884
1419,1,20,13,346614.4931381479
4719,2,14,9,1366563.5135166892
567,4,45,18,127818.5196194474
4953,4,23,10,1633856.6736506494
2266,5,46,20,581582.4488763406
2453,1,40,4,671548.580396763
3068,1,22,2,850165.4436528941
4208,4,8,17,1222636.929081858
3171,3,11,2,1065944.5850332521
3899,4,7,4,1348575.3334780165
1853,4,21,20,582807.363245073
942,3,49,8,298225.10097906843
1100,5,46,15,350402.1026317774
3666,2,33,1,1143694.8659865323
4442,5,19,17,1377035.040551913
3309,3,42,27,794209.9319625128
3888,3,31,4,1126866.5272165847
3286,5,12,19,1005139.0044089498
3195,2,38,7,998512.973910742
4148,5,19,19,1257847.9557113936
2552,1,7,27,556911.832293826
1131,1,5,12,207106.0069448908
3942,1,34,28,891046.892746352
2254,2,32,28,368043.55725647806
3533,2,24,24,871816.1556786584
2078,3,13,15,640978.0676366038
525,4,32,17,159420.4436645083
2709,2,39,3,740885.2927557562
3402,4,15,28,874069.1949269882
1629,1,37,19,263545.75633575727
4604,1,40,25,1056108.8381577975
4645,4,37,8,1390196.690791694
941,5,2,7,403343.9183351401
4395,3,37,8,1313000.2460467191
2328,3,9,7,775248.1231977164
2035,5,44,21,509276.86498552404
4825,4,32,1,1557458.9276162041
1059,4,15,14,265441.3342120409
1673,2,30,23,341692.18800260493
2378,1,43,6,619090.9096440246
2755,1,44,4,709253.669726658
1584,4,24,22,415777.0328911201
4414,2,13,10,1322754.0651756846
738,2,42,8,131953.28885339817
3414,3,45,4,974327.2844800029
2595,3,7,24,641123.9008176287
1971,4,8,8,699705.0416601287
2545,3,12,29,561911.8766518114
4183,2,13,25,1113912.4786271132
704,5,14,20,296047.8119585984
4100,1,4,19,1092749.9933532036
2637,4,38,12,860812.1708296584
1713,3,12,2,597453.2529729293
4334,3,2,21,1275167.4806678316
3591,2,32,1,1134323.4566499728
1882,3,18,24,487719.8061392814
4180,1,30,28,1029606.4759349459
2179,4,31,8,638623.6452286767
506,3,1,23,67089.7911672957
2385,5,15,27,604129.6006588056
3998,5,49,22,1094382.9584327873
795,4,4,20,225443.98610203725
763,5,37,20,292964.89763275755
2637,5,29,20,850861.1266324768
4365,3,48,3,1292471.4935967266
4996,5,17,2,1722497.7722181918
4952,3,35,3,1649618.9757932501
3046,1,40,6,763787.0028638272
618,2,37,19,90517.18998727784
2895,3,49,4,846274.6179045482
3867,2,48,16,1018700.6944931874
2202,3,27,13,652539.8307780575
1029,3,32,22,215536.14391950995
4174,4,1,24,1239984.359276066
802,3,1,26,76155.56705296272
4567,5,31,29,1266580.9267623404
4751,5,11,4,1573370.6241682887
4468,3,38,27,1151974.9006137555
513,1,5,18,36053.57287224468
